,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set
15827,10415227,1,2.93227,1.61e-05,133.761,0.0032,2.856,0.234,AFP
12274,8686442,1,26.8552,0.00024,146.691,0.00789,1.76,1.3,UNK
18622,10554999,1,6.40014,8.21e-06,135.623,0.000931,1.869,0.182,PC
20144,12255382,2,0.999309,4.14e-06,132.14,0.000759,1.519,0.0494,AFP
43,2439243,1,26.0204,0.000165,154.527,0.00539,4.737,1.21,PC
2754,4555642,1,459.349,0.0581,260.172,0.0727,7.129,7.62,NTP
20217,12506351,1,1.22776,5.78e-08,132.558,1.37e-05,2.528,0.00153,AFP
5732,6287517,1,1.73654,1.69e-05,131.975,0.00416,5.877,5.06,NTP
15654,10000490,1,1.40101,6.16e-08,132.446,1.44e-05,2.93,0.00244,AFP
11008,7750419,1,32.7736,0.00013,151.45,0.00308,2.546,0.378,PC
16917,9898447,1,2.37755,8.58e-06,133.393,0.00196,2.373,0.0798,PC
1217,3232859,1,8.38721,1.26e-06,138.903,0.000116,1.831,0.0146,AFP
5235,5008954,3,2.34145,1.92e-05,133.431,0.00371,5.183,1.84,AFP
19463,12120943,1,8.98128,7.89e-06,139.28,0.000729,4.918,0.125,PC
1579,3228824,1,0.730872,5.45e-05,132.28,0.0206,2.501,11.0,AFP
13135,8362899,1,0.807057,9.75e-06,132.195,0.00176,1.949,0.384,AFP
12220,8738591,1,1.73091,2.22e-05,133.212,0.00441,4.845,1.75,NTP
18844,10917043,1,205.386,0.00179,284.19,0.00636,8.466,0.812,PC
14941,8984831,3,0.679681,1.68e-05,132.179,0.00734,5.136,16.2,NTP
17951,11624191,1,1.52357,8.78e-06,131.567,0.00304,4.901,3.11,AFP
11877,8505670,1,10.8485,9.19e-06,139.26,0.000698,3.017,0.142,PC
18776,10850327,1,440.164,0.00519,470.362,0.00717,11.38,0.417,PC
10090,8104436,1,2.53538,1.26e-05,133.389,0.00251,1.494,0.142,AFP
7466,6068038,1,13.6655,0.000212,143.963,0.0124,15.56,0.634,AFP
9504,6523259,1,1.44116,1.27e-05,132.108,0.00283,1.986,0.337,UNK
19813,11872139,1,1.7565,1.16e-05,132.006,0.00324,3.322,0.84,AFP
7488,5811454,2,0.534423,0.0,131.626,0.0,2.0,0.0,AFP
5042,4949769,1,1.56409,7.95e-06,132.95,0.00159,1.31,0.204,AFP
11811,8500899,3,0.960344,1.43e-05,131.892,0.00404,1.892,1.26,AFP
17449,11400413,1,0.762196,1.3e-05,132.26,0.00137,1.488,0.147,AFP
18567,10617638,1,0.710842,0.00163,132.095,0.282,0.9343,4.83,AFP
16907,9836563,2,6.5597,7.45e-05,131.984,0.00852,3.876,0.221,UNK
13044,8226994,1,7.15682,1.19e-05,138.35,0.00128,2.598,0.237,PC
14038,9418994,1,32.0038,5.58e-06,136.495,0.000138,4.264,5.15,AFP
17465,11520793,2,2.14824,1.53e-05,132.693,0.00375,4.067,0.184,AFP
1919,4813750,1,49.1789,0.000723,165.76,0.0124,5.882,2.55,PC
18667,10975146,1,0.631328,3.64e-06,132.054,0.000435,0.735,0.0302,PC
4701,5123624,2,0.935604,8.41e-06,131.914,0.00177,1.208,0.0998,AFP
9960,8026887,2,3.84621,4.62e-05,131.645,0.00811,13.84,10.9,AFP
17685,11359657,1,0.98265,1.44e-05,131.981,0.0039,2.635,2.69,AFP
9185,6862920,4,0.55082,0.0,131.922,0.0,2.0,0.0,UNK
8351,7024511,1,396.926,0.00188,175.65,0.00384,7.916,0.33,UNK
9541,6802602,1,62.2489,0.000484,152.055,0.00623,19.74,1.47,NTP
11766,8560940,1,31.9731,0.000478,133.84,0.0125,8.763,1.04,AFP
8463,6947099,1,0.566825,9.14e-06,131.788,0.00258,1.747,2.93,NTP
9621,8175131,1,4.27117,4.12e-06,132.115,0.000727,2.85,0.202,AFP
18969,10937029,2,328.241,0.000472,199.201,0.00116,12.25,0.0788,PC
10325,8037145,3,5.43307,1.29e-05,132.942,0.00175,2.446,0.114,PC
2129,4480321,1,1.96062,0.00174,132.344,0.346,2.777,84.6,UNK
6342,6279388,1,0.683599,7.63e-05,131.616,0.0168,0.6861,2.31,AFP
11301,7618364,2,0.544928,8.11e-06,131.986,0.00136,1.252,0.176,AFP
11643,8546937,2,0.742372,1.61e-05,131.527,0.00383,2.541,3.99,AFP
7753,7138415,1,0.578749,2.32e-05,131.986,0.00257,0.815,0.215,AFP
2614,4455763,1,0.7663,1.45e-07,131.686,2.69e-05,1.528,0.00491,AFP
14132,9636569,1,10.6363,4.64e-05,139.781,0.00344,3.924,0.357,AFP
4834,5201695,1,0.507252,1.4e-05,131.79,0.00326,1.471,4.09,AFP
3857,5480730,2,0.502301,2.3e-05,131.732,0.00565,1.715,3.45,UNK
6460,6280952,3,1.26221,2.04e-05,132.505,0.00836,1.825,0.147,UNK
20032,12470844,1,8.47239,1.39e-05,131.799,0.00131,2.82,0.282,PC
10675,7533694,3,0.675343,7.06e-05,132.021,0.0318,2.56,24.0,AFP
3396,4357985,1,8.65306,3.87e-05,136.664,0.00331,1.375,0.796,AFP
12203,8636600,1,6.38668,1.77e-05,131.533,0.00194,1.216,0.117,PC
7472,5724523,1,0.876976,9.2e-06,131.55,0.00182,1.545,0.137,UNK
17672,11192998,2,1.554,1.73e-06,132.537,0.000418,1.782,0.0279,PC
16846,9845907,1,1.1829,2.26e-05,131.513,0.0131,3.1,0.533,AFP
19929,11773909,4,1.01949,0.0,132.056,0.0,3.5,0.0,UNK
716,2853828,1,1.07748,3.88e-06,131.579,0.000646,0.8705,0.0352,AFP
16864,9955807,2,3.81275,3.05e-05,133.312,0.00494,11.91,3.52,NTP
16034,10156332,1,0.823253,1.6e-05,132.216,0.00642,2.618,7.78,UNK
16110,10284603,2,0.654707,1.53e-05,131.854,0.00681,4.852,22.4,NTP
12383,8618728,1,0.608349,0.0,131.942,0.0,2.0,0.0,AFP
10490,7909044,1,9.84599,0.000111,132.769,0.00908,9.592,0.253,UNK
7641,7219502,3,0.5353,8.25e-06,131.885,0.00346,0.7825,0.381,UNK
19952,12066007,1,1.69885,2.26e-05,132.422,0.00622,6.365,6.87,UNK
10786,7387226,5,4.68612,2.25e-05,134.762,0.00326,11.62,1.45,AFP
17078,9787239,4,2.89601,8.87e-06,133.614,0.00166,1.719,0.193,PC
19652,12158032,1,0.577823,9.54e-06,131.89,0.00252,1.981,1.81,AFP
7831,7221584,1,1.10613,1.1e-05,131.764,0.00286,3.213,3.0,NTP
1668,3531558,1,24.9932,6.51e-05,138.682,0.00214,6.199,0.201,PC
5860,6303679,1,3.62598,3.32e-05,132.16,0.00572,6.481,1.16,NTP
830,3560301,3,2.32464,1.5e-05,132.649,0.00319,2.905,0.479,UNK
5720,6206125,2,0.86004,0.0,131.545,0.0,3.0,0.0,AFP
7686,7118167,3,0.527265,1.71e-05,131.53,0.00325,1.491,1.16,AFP
10773,7296094,1,0.89075,0.0,131.877,0.0,1.5,0.0,AFP
9379,6932987,2,54.1562,0.000223,172.363,0.00331,3.691,0.831,PC
7968,6963490,1,0.688846,1.22e-05,132.198,0.00399,2.011,1.73,AFP
749,2576197,1,2.21702,3.92e-06,131.793,0.000852,1.812,0.13,AFP
11344,7455733,1,0.753285,1.71e-05,131.825,0.0124,1.118,4.21,UNK
9074,6521045,2,6.88707,1.82e-05,133.176,0.00199,4.362,0.062,PC
4317,5384802,1,3.04156,1.21e-07,133.987,2.65e-05,3.139,0.00233,AFP
9237,6790335,1,2.42258,6.22e-05,133.916,0.0165,10.68,0.273,NTP
16524,9791509,3,0.759902,1.69e-05,131.559,0.00514,2.248,1.36,AFP
20177,11876098,2,10.3631,0.000158,133.34,0.0121,15.4,1.17,AFP
11206,7303287,3,459.269,0.0053,260.305,0.00688,2.367,9.4,NTP
3933,5597361,1,17.9925,0.000166,135.456,0.00754,2.821,1.36,UNK
5922,6306896,1,2.11298,1.4e-05,131.992,0.00263,6.336,2.05,NTP
11635,8496367,1,3.51934,2.38e-05,132.212,0.00429,6.228,0.532,AFP
5183,5091075,1,1.25632,1.1e-05,131.69,0.00255,2.296,0.728,NTP
13298,8264588,2,0.925062,9.75e-06,132.201,0.00133,2.56,0.491,UNK
10066,7956132,1,0.612539,1.56e-05,131.594,0.00402,2.404,5.96,NTP
577,2162904,1,1.53979,1.33e-05,132.295,0.00288,4.257,1.77,AFP
20197,12117689,1,0.503786,0.0,131.886,0.0,1.5,0.0,UNK
7478,5774743,2,0.678897,1.71e-05,131.765,0.00533,2.074,6.91,UNK
9252,6925263,1,2.51997,2.41e-05,133.697,0.00568,2.688,0.247,UNK
3836,5390657,1,1.23486,1.3e-05,131.717,0.00465,2.865,2.21,UNK
3151,4274548,1,6.80089,1.69e-05,134.744,0.002,2.069,0.196,PC
18611,11014932,1,6.88596,1.91e-05,131.52,0.0022,3.455,0.43,PC
16614,9950612,1,9.0342,5.1e-06,134.878,0.00042,1.521,0.0666,PC
13951,9635510,1,2.35198,7.48e-06,131.907,0.00198,3.194,0.11,AFP
13386,8429634,1,1.60292,1.93e-05,132.259,0.00552,5.417,6.73,AFP
7333,6019416,1,1.38173,1.43,132.239,216.0,3.415,7670.0,AFP
17895,11044394,1,1.87461,2.19e-05,133.305,0.00584,6.85,4.48,UNK
19519,12024018,1,1.37035,4.5e-05,132.22,0.0138,5.185,25.1,NTP
7619,7115499,1,0.566788,0.0,131.817,0.0,2.0,0.0,NTP
11567,8841813,3,0.560591,1.19e-05,132.06,0.00173,0.7495,0.199,UNK
14106,9471755,2,0.953733,1.69e-06,131.936,0.000255,0.8901,0.0379,AFP
3583,4382014,2,3.27816,0.000153,134.659,0.0375,4.547,0.416,AFP
12789,8177748,2,1.26756,9.67e-06,132.53,0.00155,2.398,0.187,NTP
17816,11445913,1,0.662917,2.74e-05,132.045,0.0127,1.926,7.92,UNK
10113,7877496,2,1.72084,1.28e-05,132.169,0.00315,2.032,0.171,AFP
19840,12304202,1,0.665739,1.51e-05,131.659,0.00195,1.27,0.178,UNK
18757,10685175,1,3.102,9.73e-06,133.717,0.00169,2.853,0.0657,AFP
10512,8056313,1,417.907,0.0,384.349,0.0,4.5,0.0,UNK
4021,5430471,2,0.876525,8.08e-06,132.162,0.00119,1.956,0.474,AFP
14286,9474222,1,13.6918,1.52e-07,133.791,9.24e-06,5.649,0.000662,AFP
17116,9651234,1,96.915,0.000292,187.09,0.00252,6.161,0.362,PC
5840,6145201,1,22.7833,0.000153,145.54,0.00568,4.352,0.281,AFP
14163,9471755,3,4.52167,2.2e-05,135.476,0.00317,5.95,0.192,UNK
18438,10552611,1,7.01062,1.09e-05,132.513,0.00119,3.105,0.194,PC
4542,5615282,1,1.35645,2.9e-05,132.554,0.00936,6.783,17.5,NTP
10690,7622486,3,4.3918,0.0,135.645,0.0,15.0,0.0,UNK
17803,11304436,4,453.502,0.00813,371.635,0.00964,7.525,1.55,UNK
11437,7739172,1,6.40131,0.000107,134.769,0.0124,10.16,4.02,AFP
15852,10130039,1,12.758,2.87e-05,133.96,0.00184,4.134,0.164,PC
9885,7954107,2,0.64992,4.79e-06,131.863,0.00106,1.402,0.429,AFP
9653,7988962,2,0.604482,1.11e-05,131.644,0.00385,1.877,5.32,AFP
10821,7703910,1,2.551,1.44e-05,132.449,0.00321,2.293,0.127,AFP
3019,4157325,2,12.2094,3.47e-05,140.554,0.00245,4.267,0.247,PC
7388,5979866,2,0.630078,1e-05,132.116,0.00221,1.499,0.451,AFP
19051,10586004,2,82.2012,0.000511,208.784,0.00507,10.58,0.494,PC
15754,10297233,1,0.61401,8.5e-06,131.564,0.00224,2.123,2.44,UNK
23,1292087,1,0.547626,2.34e-05,131.888,0.00409,1.408,0.543,NTP
17073,9775253,1,4.3945,5.68e-06,133.624,0.000947,3.108,0.0695,AFP
15453,10355055,1,0.815752,1.59e-05,132.152,0.0113,1.096,0.138,UNK
1864,4851182,1,371.176,0.0,412.65,0.0,3.5,0.0,NTP
16729,9910533,2,0.744817,8.36e-06,131.724,0.00145,2.021,0.441,AFP
11846,8668810,1,313.09,0.0,424.716,0.0,9.0,0.0,AFP
12349,8780959,2,5.11176,9.84e-06,133.759,0.0014,2.694,0.102,PC
19749,11867071,1,3.9638,9.86e-07,135.027,0.000192,3.082,0.00893,AFP
12763,8355239,2,10.3999,4.8e-05,141.51,0.00373,3.348,0.312,PC
11982,8773445,2,3.66088,1.81e-05,132.809,0.00314,2.728,0.118,AFP
12157,8702921,2,19.3826,0.000178,145.658,0.00748,15.26,0.309,AFP
16734,9965184,2,16.2276,0.000159,136.633,0.00843,4.681,0.442,AFP
11405,7467518,2,1.71174,2.09e-05,133.01,0.00445,3.869,2.06,AFP
15669,10153555,1,3.54267,6.78e-05,134.402,0.0124,11.26,9.26,UNK
1815,4919550,1,5.5668,2.87e-05,132.496,0.00381,1.869,0.198,PC
14665,9205938,2,199.671,0.00351,131.598,0.0156,9.286,1.66,PC
6827,5866104,2,36.9771,0.000144,160.685,0.00442,12.02,0.0984,AFP
4688,5389540,1,10.2622,2.61e-05,133.211,0.00212,4.867,0.136,AFP
16811,9665503,6,208.218,0.0,195.417,0.0,12.0,0.0,NTP
8050,7037540,3,0.858303,9.92e-06,131.873,0.00221,1.492,0.22,UNK
16946,9758615,1,0.514861,1.04e-05,131.568,0.00223,2.018,2.51,UNK
12635,8329062,2,2.36709,3.62e-05,132.452,0.0117,7.994,2.8,AFP
8247,7132798,1,2.42208,4.64e-07,132.941,0.000111,2.735,0.0176,PC
2202,4649476,3,1.449,7.27e-06,132.536,0.00134,1.054,0.0635,AFP
12115,8827821,1,1.32217,1.06e-05,132.385,0.00383,3.727,3.58,NTP
1471,3337002,2,1.28936,1.61e-05,131.96,0.00618,4.138,0.719,AFP
3587,3837702,1,0.537812,1.98e-05,131.983,0.00295,2.505,2.41,AFP
13488,9446824,1,4.20233,2.07e-07,133.309,3.49e-05,3.718,0.00446,AFP
13513,9579499,2,7.94671,3.35e-06,132.761,0.000336,2.802,0.0309,AFP
739,2438490,1,3.31576,2.82e-06,131.541,0.000494,4.084,0.0185,AFP
9157,6632945,3,0.717102,0.0,132.08,0.0,2.0,0.0,AFP
8767,6515722,5,3.81675,3.39e-05,132.528,0.00572,12.4,2.69,AFP
12687,8265022,2,0.831654,1.67e-05,131.961,0.00826,1.326,0.0844,AFP
2669,4915765,1,450.375,0.00838,234.442,0.00867,7.405,2.16,NTP
5651,5019587,1,0.639204,9.36e-06,131.721,0.00144,2.006,0.655,UNK
19079,10812504,1,79.9205,0.000472,197.211,0.00415,4.446,0.86,AFP
1263,3757590,2,270.595,0.0,314.902,0.0,15.0,0.0,NTP
9898,8026752,1,4.28682,6.73e-06,134.335,0.00109,3.887,0.216,AFP
15948,10464666,2,131.737,0.000533,160.413,0.00252,3.847,0.162,AFP
7410,5723310,2,4.48099,7.48e-05,132.573,0.0119,9.064,1.5,AFP
16004,10418797,1,23.3553,2.64e-06,146.479,9.19e-05,4.611,0.00703,AFP
3310,4042590,1,1.03705,7.94e-06,131.894,0.0037,2.083,0.133,AFP
15227,8868686,1,4.44706,0.00017,133.91,0.0311,5.861,1.0,AFP
2747,4474645,1,3.88673,3e-06,135.019,0.000646,10.03,0.0116,AFP
3885,5649177,2,0.520345,1.16e-05,131.521,0.002,1.633,0.441,AFP
6102,6307083,4,3.178,1.14e-05,134.344,0.0017,0.9896,0.0611,UNK
16275,10163067,2,2.97711,4.24e-05,132.565,0.0084,6.616,2.5,NTP
17911,11197126,2,4.49451,8.54e-06,135.946,0.00124,1.717,0.0527,AFP
18381,10592106,1,429.514,0.0176,319.433,0.0233,15.08,3.73,NTP
19339,12885212,2,95.9071,0.00141,226.913,0.0112,3.851,2.21,PC
12620,8254901,1,189.365,0.00175,147.19,0.00887,1.895,0.289,UNK
14301,9576197,2,7.96445,3.26e-06,132.191,0.000323,8.693,0.019,AFP
14787,9178501,1,1.39932,1.74e-05,131.945,0.00603,5.185,6.97,NTP
19688,11818607,1,5.05678,2.72e-05,134.378,0.00395,3.561,0.194,PC
18169,11455795,1,1.05734,2.7e-07,131.786,4.83e-05,1.5,0.00975,AFP
13967,9347009,1,19.3295,6.59e-05,133.267,0.00268,3.821,0.452,PC
18472,10863608,1,8.07129,4e-05,137.757,0.00398,2.79,0.526,PC
11046,7515212,2,16.2585,0.000212,139.633,0.0106,6.949,0.665,PC
6772,5900390,1,0.624663,6.12e-06,131.877,0.00125,1.395,0.123,AFP
13438,8374494,1,5.25195,1.67e-06,136.736,0.000284,5.21,0.0126,AFP
9827,7953880,1,0.598743,9.52e-06,131.649,0.00106,1.526,0.375,UNK
8296,7061062,2,0.931301,2.1e-05,131.841,0.0116,6.855,17.0,UNK
2831,4136285,4,1.5815,4.23e-06,131.567,0.000837,2.622,0.0894,AFP
2345,4830605,1,35.6361,0.000359,164.177,0.00814,5.48,0.534,PC
13435,8346686,1,0.517151,8.2e-06,131.891,0.00169,1.643,0.533,AFP
12143,8635938,1,43.7982,0.00025,172.598,0.00477,4.386,0.385,AFP
16132,10468883,4,1.72766,1.88e-05,131.745,0.00515,5.202,4.67,AFP
14405,9466058,1,0.815357,1.16e-05,131.923,0.00208,1.601,0.561,UNK
17626,11359305,1,28.4872,1.52e-06,132.872,4.42e-05,3.797,0.662,AFP
6101,6307083,3,75.3787,0.000686,155.493,0.00842,6.212,0.3,AFP
9991,7840358,1,0.787947,1.23e-05,131.737,0.00465,2.86,5.58,UNK
10106,7830637,1,121.599,2.64e-05,211.48,0.000164,11.11,0.0111,AFP
5074,5207238,1,1.00931,1.22e-05,131.715,0.00142,2.964,0.625,UNK
14779,9138872,3,0.8806,1.17e-05,131.626,0.00729,2.338,0.33,UNK
1639,3228945,1,0.730948,4.8e-06,132.229,0.00161,2.542,1.34,AFP
8919,6697976,1,371.71,0.00601,163.481,0.0113,4.645,3.33,UNK
16088,10091829,1,2.68648,2.14e-05,132.852,0.00429,8.286,3.38,UNK
728,2016979,1,0.827216,9.8e-06,131.63,0.00225,1.56,0.429,AFP
4017,5391059,3,0.636775,1.27e-05,131.621,0.00161,1.463,0.481,AFP
4463,5472950,2,1.07301,1.28e-05,131.52,0.00297,1.991,0.59,AFP
15083,9111849,4,1.0002,1.31e-05,131.857,0.00413,3.152,1.33,AFP
13014,8359848,1,7.08125,0.000174,133.452,0.0185,10.41,2.36,UNK
17009,9761573,1,7.44166,6.34e-05,137.309,0.00672,2.841,0.4,PC
9472,6756386,3,0.567265,1.4e-05,131.924,0.00611,2.002,0.831,AFP
10125,7957709,1,0.648287,1.51e-05,131.517,0.00195,1.477,0.429,UNK
8381,7200102,2,14.6657,8.83e-07,144.564,5.23e-05,7.793,0.0027,AFP
14694,8979487,2,0.67431,1.11e-05,131.748,0.0023,1.396,0.501,UNK
14306,9592918,1,0.609625,1.4e-05,131.971,0.00396,1.968,1.37,AFP
17389,11350238,3,2.78762,0.0,131.518,0.0,10.5,0.0,NTP
3124,4037428,1,4.26473,9.39e-08,135.198,1.5e-05,2.202,0.00186,AFP
1709,3247616,3,3.47187,4.09e-05,133.515,0.00716,6.695,2.39,AFP
216,2832753,1,3.5511,2.6e-05,134.926,0.00448,5.849,0.889,AFP
8350,7024222,1,1.63311,7.17e-06,132.635,0.00152,1.482,0.0775,AFP
6883,5817243,1,1.46832,1.49e-05,131.711,0.0041,4.681,4.63,NTP
11677,8760760,1,2.68807,1.96e-05,132.683,0.00371,1.32,0.269,UNK
1971,4668393,2,0.930093,1.48e-05,132.254,0.00477,2.165,0.988,AFP
1530,3247294,1,67.4196,4.2e-06,133.43,4.35e-05,7.716,0.00797,AFP
7955,7281468,1,0.566765,7.96e-06,131.85,0.0022,2.041,1.99,NTP
2800,3846515,1,0.888059,4.65e-06,131.842,0.00126,1.91,0.229,AFP
6376,6450934,1,1.67297,3.68e-05,133.069,0.00944,6.601,7.83,AFP
13157,8181880,2,0.745194,7.08e-06,131.912,0.0025,2.595,1.89,AFP
6337,6231813,2,1.90248,4.1e-05,133.041,0.0165,2.868,0.98,NTP
734,2166206,1,8.097,1.31e-05,132.641,0.00127,2.35,0.11,AFP
10037,8129631,2,1.90369,1.23e-05,132.491,0.00282,2.305,0.124,UNK
18985,10547685,1,1.38851,2e-08,131.786,5.03e-06,2.706,0.000428,UNK
12699,8352537,1,6.01038,1.28e-06,132.012,0.00016,2.188,0.0644,PC
15280,9243826,1,2.40566,3.96e-05,132.589,0.00945,5.097,4.15,UNK
1944,4384793,1,374.316,0.0,431.513,0.0,5.0,0.0,NTP
12905,8439566,1,1.00018,1.8e-05,131.869,0.00563,1.963,3.64,AFP
11182,7630417,2,1.13054,1.01e-05,132.354,0.00192,4.112,1.79,AFP
2950,4075015,1,1.11429,8.8e-06,131.769,0.00261,2.028,0.609,AFP
2316,4545187,1,3.17741,1.48e-06,134.479,0.000262,1.43,0.0375,PC
3439,4143755,1,19.5566,3.64e-05,149.931,0.00151,8.038,0.178,PC
12874,8265244,2,0.555302,1.36e-05,131.875,0.00329,2.427,4.23,AFP
18352,10880041,2,1.49438,1.51e-05,132.621,0.00347,3.364,0.583,AFP
118,2988783,1,0.766194,7.4e-06,131.777,0.0014,1.918,0.298,UNK
6881,5801452,4,3.12331,3.24e-05,132.285,0.00616,8.848,6.46,AFP
15537,10035772,1,0.576546,0.0,131.98,0.0,2.0,0.0,UNK
19497,11769146,1,282.964,0.0,193.506,0.0,15.0,0.0,AFP
4754,5034039,1,0.937233,1.7e-05,132.149,0.00434,3.166,3.72,AFP
8646,6511799,2,459.278,0.0,260.266,0.0,5.0,0.0,NTP
10734,7503885,1,91.0819,0.0015,213.744,0.0142,9.614,0.809,PC
18382,10592163,1,14.7629,8.23e-07,133.774,4.55e-05,6.617,0.00258,AFP
16792,9911882,1,1.59564,4.98e-06,132.945,0.00101,1.249,0.0831,AFP
18342,10789864,1,2.82004,2.43e-05,132.555,0.00519,5.924,0.974,AFP
12465,8741470,1,6.2398,1.77e-05,133.705,0.00189,0.8076,0.0934,PC
14477,9156808,1,0.655127,8.16e-05,131.636,0.0264,2.228,24.4,AFP
16099,10198662,1,5.16367,2.28e-05,132.117,0.00296,14.01,1.79,AFP
15250,9025557,1,2.39872,4.69e-05,133.564,0.00919,10.82,18.4,NTP
15983,10224550,2,0.686871,1.09e-05,132.026,0.00274,2.209,2.33,AFP
19329,12834874,1,7.6588,1.25e-05,134.746,0.00126,3.07,0.278,PC
12684,8264949,1,0.58857,9.69e-06,131.897,0.00121,2.0,0.746,AFP
3391,4276002,2,0.521984,9.35e-06,132.01,0.00462,2.107,2.98,NTP
3796,5480640,2,26.6757,0.000109,150.0,0.00352,2.543,0.385,PC
368,2860866,1,90.1249,0.000421,175.979,0.00375,12.54,0.206,PC
1780,3351945,1,1.08141,9.54e-06,132.154,0.00165,1.641,0.17,AFP
9485,6850504,2,3.69611,1.87e-06,134.503,0.000311,2.446,0.0366,PC
17885,11559263,1,0.942783,9.81e-06,132.377,0.00147,1.61,0.115,UNK
5884,6446130,1,2.76893,3.77e-05,133.834,0.00887,6.98,4.89,UNK
20329,12353648,1,0.504559,1.05e-05,131.629,0.00118,1.024,0.282,AFP
13695,9579818,3,0.730676,7.54e-06,131.791,0.000994,1.821,0.263,AFP
8655,6542790,1,2.64359,2.4e-05,133.368,0.00436,5.586,1.97,NTP
15274,9182355,1,2.32942,2.35e-05,132.432,0.00555,8.236,2.49,UNK
18340,10743600,1,0.817023,1.1e-07,132.023,3.13e-05,2.735,0.0326,UNK
6782,5966154,2,151.885,0.00082,176.412,0.00432,11.67,0.769,PC
14901,9111056,1,1.39529,1.17e-05,132.88,0.00184,2.024,0.084,AFP
3050,3868442,1,0.662179,1.11e-05,132.109,0.00144,1.986,0.341,AFP
7342,6058006,2,1.49172,1.37e-05,131.526,0.00204,3.975,1.05,NTP
1208,2998561,2,0.559388,0.000135,131.91,0.0199,3.108,54.1,NTP
8172,7040629,2,7.46665,3.15e-05,132.772,0.00321,3.746,0.158,PC
4050,5560731,2,1.60315,1.09e-05,133.125,0.00308,3.567,1.07,AFP
8008,7199235,2,0.565954,4.44e-05,131.706,0.0086,1.535,1.22,AFP
18847,10935310,2,4.12879,2.69e-07,134.64,4.34e-05,2.783,0.0276,AFP
1990,4842623,1,459.318,0.0212,260.227,0.0324,6.972,6.29,NTP
15058,8953059,2,5.49993,4.92e-06,133.778,0.000644,4.717,0.153,AFP
3764,5648449,1,4.34888,1.5e-06,132.26,0.000272,3.083,0.0127,AFP
9110,6767337,1,706.923,0.00994,158.649,0.0114,7.591,1.43,UNK
16109,10264660,1,6.79012,8.69e-07,138.088,9.4e-05,6.073,0.0123,PC
17514,11415556,2,0.675339,2.22e-05,132.252,0.0109,2.329,10.3,UNK
13061,8301013,1,2.21401,0.0,133.176,0.0,3.0,0.0,UNK
18248,11656492,1,0.727891,5.14e-06,132.208,0.00114,1.5,0.154,AFP
1225,3329643,1,1.01501,9.29e-06,131.598,0.00391,4.887,10.1,AFP
9462,6665223,1,119.408,7.58e-05,232.649,0.00052,9.349,0.0367,PC
18636,10681550,1,2.26516,1.12e-05,132.829,0.00232,7.933,1.76,NTP
7957,7287165,2,0.77542,9.53e-06,131.557,0.00208,3.261,1.35,AFP
6851,6025466,1,1.12761,7.88e-06,132.136,0.00107,1.096,0.0728,UNK
15574,10358909,1,441.129,0.0113,379.622,0.015,11.5,0.854,UNK
14027,9347339,1,362.438,0.00656,152.633,0.0126,11.82,0.342,NTP
15989,10281360,3,16.5946,0.000297,136.405,0.0136,10.05,0.616,UNK
17302,9655909,2,0.794846,8.35e-06,132.109,0.00169,2.474,1.25,UNK
1184,3542574,1,3.47142,0.0,133.745,0.0,3.5,0.0,AFP
6731,6042663,1,30.9718,1.39e-06,151.532,3.82e-05,8.32,0.0019,AFP
7539,5775128,2,1.91313,7.88e-06,132.537,0.0015,5.916,1.29,AFP
10788,7445445,3,29.0223,8.09e-05,140.326,0.00225,3.697,0.465,PC
16650,9813499,1,5.03255,1.64e-05,132.296,0.00237,3.324,0.409,PC
6174,6381846,3,39.6061,0.00037,168.045,0.0074,6.747,1.49,PC
2117,4927734,1,1.50003,1.68e-05,132.961,0.00532,4.918,1.17,AFP
14370,9605514,1,40.7156,0.000208,146.362,0.00411,6.956,1.02,PC
10612,7458697,2,1.00917,1.79e-05,132.002,0.00705,2.27,2.33,AFP
11659,8624143,1,1.37786,1.33e-05,131.974,0.00172,2.108,0.186,NTP
3083,4177905,3,1.66028,0.0,131.86,0.0,2.5,0.0,UNK
13028,8442437,2,1.13081,2.09e-05,131.697,0.00669,2.794,2.47,UNK
20302,11970288,3,3.21359,2.04e-05,133.628,0.00378,8.623,1.58,AFP
11442,7765528,1,7.03931,1.24e-05,133.856,0.00136,3.315,0.0931,PC
7918,7021124,2,0.623063,0.0,131.739,0.0,1.5,0.0,AFP
4678,5653163,1,2.40439,1.1e-05,133.217,0.00328,5.043,1.02,AFP
13340,8184075,1,0.79638,1.14e-05,131.632,0.002,1.124,0.245,AFP
18923,10545066,1,19.783,6.97e-05,138.158,0.00263,5.487,0.485,PC
8689,6804648,1,0.700599,9.79e-06,131.602,0.00166,1.257,0.393,UNK
2589,4756725,2,11.2556,0.000148,132.659,0.0284,17.28,2.08,AFP
16800,9649222,1,5.91862,1.71e-07,132.925,2.18e-05,3.952,0.00202,AFP
15704,10454589,1,4.18055,6.94e-05,131.772,0.0114,14.94,12.2,NTP
2721,4839494,1,0.73234,1.26e-05,131.61,0.00448,2.84,8.49,UNK
16522,9777256,1,1.33251,8.08e-06,132.081,0.00318,3.984,3.0,AFP
547,2571868,1,1.32352,2.55e-05,132.732,0.0132,2.955,0.584,UNK
5783,6206627,2,0.522239,1.01e-05,131.928,0.00303,1.308,2.69,AFP
