kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_duration,tce_duration_err,av_training_set
11236745,1,0.755362,8.81E-06,132.259,1.84E-03,2.776,1.92E+00,UNK
11237410,1,0.96521,1.44E-05,131.933,5.37E-03,3.38,7.38E+00,UNK
11240948,1,3.40193,1.72E-06,134.648,2.21E-04,0.8601,6.18E-02,AFP
11240948,2,3.40206,1.41E-05,134.399,2.30E-03,3.175,8.51E-02,AFP
11288051,3,3.4105,1.09E-05,131.571,2.04E-03,2.241,9.10E-02,PC
11288072,1,1.12907,8.72E-06,131.673,2.14E-03,1.955,1.18E-01,AFP
11288072,2,1.12908,1.02E-05,132.093,2.74E-03,2.444,3.90E-01,AFP
11303811,2,1.7058,1.05E-06,132.295,1.34E-04,0.8429,7.71E-02,AFP
11303815,1,0.852874,5.69E-06,132.311,1.18E-03,1.238,1.13E-01,AFP
11304344,1,0.575628,9.39E-06,132.051,2.65E-03,1.762,3.50E+00,AFP
11304344,2,0.575625,9.82E-06,131.736,2.61E-03,2.18,1.10E+00,AFP
11359657,1,0.98265,1.44E-05,131.981,3.90E-03,2.635,2.69E+00,AFP
11359657,2,0.982568,1.15E-05,132.335,3.09E-03,2.354,1.57E+00,AFP
11359657,3,0.982644,1.50E-05,131.707,3.77E-03,2.636,5.64E-01,AFP
11401869,1,2.16147,2.02E-05,131.834,5.09E-03,2.746,2.78E-01,AFP
11402817,1,230.44,2.13E-03,260.274,7.56E-03,13.44,5.15E-01,UNK
11402951,1,0.565613,6.63E-06,131.919,1.98E-03,2.027,1.49E+00,AFP
11402951,2,0.565623,9.89E-06,131.532,2.20E-03,1.55,1.88E+00,AFP
11442465,1,33.9337,5.94E-05,152.744,1.41E-03,14.39,9.10E-02,AFP
11442465,2,33.9336,2.52E-04,134.303,6.20E-03,8.533,1.19E+00,AFP
11442793,1,331.603,2.84E-04,140.48,7.53E-04,14.49,8.94E-02,PC
11444434,1,0.519571,3.37E-05,132.04,3.38E-03,1.264,1.12E+00,UNK
11462556,2,2.50013,2.31E-05,131.583,7.65E-03,7.858,5.60E+00,AFP
11463211,1,1.50634,1.58E-06,131.836,2.94E-04,1.042,4.03E-02,AFP
11463950,1,4.05499,2.04E-05,134.715,2.83E-03,12.11,4.91E+00,UNK
11463950,2,0.596576,9.55E-06,131.505,1.49E-03,2.236,8.70E-01,UNK
11508397,3,0.611587,1.13E-05,131.949,1.23E-03,1.525,2.49E-01,AFP
11508587,1,3.29041,3.23E-05,134.596,5.14E-03,9.524,3.95E+00,AFP
11508587,2,3.29047,2.26E-05,133.705,3.51E-03,10.32,2.41E+00,AFP
11547869,1,10.7274,3.54E-05,132.895,2.28E-03,1.721,5.23E-02,PC
11548140,1,1.37866,3.07E-07,132.554,4.68E-05,1.303,1.54E-02,PC
11548888,1,5.49023,1.86E-04,133.451,2.64E-02,17.29,1.95E+01,AFP
11548888,2,5.49107,3.29E-04,134.357,5.27E-02,27.67,2.70E+00,AFP
11572263,1,0.89217,1.13E-05,131.61,3.39E-03,3.094,2.15E+00,NTP
11572490,1,3.94719,7.53E-05,132.236,1.24E-02,1.693,4.34E-01,UNK
11572666,1,0.523674,4.13E-05,131.861,1.46E-02,2.487,2.44E+01,AFP
11572666,2,0.523677,1.32E-05,131.609,1.54E-03,2,1.40E+00,AFP
11619861,3,24.9722,8.74E-04,142.94,7.67E-02,10.14,9.28E+00,UNK
11619868,1,0.558146,5.44E-02,131.675,4.05E+00,1.946,4.10E+01,AFP
11619868,2,0.557999,1.06E-05,131.659,5.76E-04,2,3.40E-01,AFP
11619868,3,0.558005,0.00E+00,131.942,0.00E+00,2,0.00E+00,AFP
11037335,2,10.4464,2.42E-05,133.277,1.87E-03,2.243,2.70E-01,PC
11037511,1,3.11604,1.04E-05,133.851,2.03E-03,2.061,2.82E-01,PC
11037818,1,259.344,7.08E-03,165.675,2.40E-02,15.93,3.46E+00,PC
11043136,1,5.24341,1.51E-06,131.883,2.11E-04,1.906,2.50E-02,AFP
11081490,2,0.578284,7.39E-06,131.999,6.73E-04,1.476,1.37E-01,AFP
11081490,3,0.578299,0.00E+00,131.842,0.00E+00,2,0.00E+00,AFP
11081504,1,13.1231,6.09E-05,136.081,3.59E-03,2.116,1.11E-01,PC
11081504,2,9.61826,6.74E-05,138.349,5.44E-03,4.213,1.38E-01,PC
11125613,3,5.72724,2.60E-05,133.959,3.21E-03,2.209,2.76E-01,PC
11125666,1,0.613216,1.34E-05,131.989,3.44E-03,2.186,3.37E+00,UNK
11125706,1,0.611364,5.08E-06,131.842,5.54E-04,1.653,1.45E-01,AFP
11152649,1,0.502567,9.41E-06,131.975,1.25E-03,1.081,1.61E-01,AFP
11152649,2,0.502573,9.51E-06,131.634,1.24E-03,0.9821,1.11E-01,AFP
11152649,3,0.502574,1.29E-05,131.8,1.42E-03,1.195,2.71E-01,AFP
11153121,1,14.9703,8.05E-05,134.503,4.33E-03,5.885,5.34E-01,PC
11193046,1,1.4875,1.02E-05,131.941,1.28E-03,3.427,3.70E-01,NTP
11193046,2,1.32147,1.36E-05,131.853,1.93E-03,2.808,8.10E-01,NTP
11193263,1,6.91135,2.29E-05,136.647,2.58E-03,5.637,1.52E-01,PC
11193447,1,0.625483,9.24E-06,131.815,1.09E-03,1.378,1.71E-01,UNK
11240948,3,1.55438,1.18E-05,132.324,2.57E-03,2.197,1.76E-01,UNK
11240948,4,0.777163,1.08E-05,131.994,2.65E-03,1.903,1.58E+00,UNK
11241560,1,6.96194,5.32E-05,135.556,5.78E-03,2.806,2.39E-01,UNK
11288492,1,5.70457,2.60E-05,134.403,3.21E-03,1.336,1.56E-01,UNK
11288505,1,19.8078,9.87E-05,139.38,3.98E-03,3.479,7.80E-01,PC
11288686,1,0.509369,1.39E-05,131.87,1.93E-03,1.5,6.93E-01,AFP
11288686,2,0.509368,1.97E-05,131.765,3.75E-03,1.643,1.30E+00,AFP
11288686,3,0.509369,0.00E+00,131.998,0.00E+00,1.5,0.00E+00,AFP
11304436,1,5.66814,4.62E-05,135.683,5.80E-03,14.58,4.40E+00,AFP
11304436,2,2.83393,5.91E-05,131.607,1.75E-02,3.962,2.91E-01,UNK
11304436,3,5.66866,5.32E-05,132.49,6.89E-03,14.33,2.43E+00,AFP
11359786,1,2.67475,2.38E-05,131.997,4.87E-03,8.498,5.15E+00,UNK
11359879,1,4.94278,2.17E-07,136.329,3.20E-05,3.32,4.66E-03,PC
11360571,1,77.255,3.07E-04,159.322,3.12E-03,9.728,4.91E-01,PC
11360704,1,1.60935,1.26E-05,132.306,1.34E-03,1.456,6.51E-02,UNK
11402951,3,1.00736,3.08E-05,131.94,1.55E-02,7.714,2.29E+01,UNK
11402995,1,10.0608,1.54E-05,138.966,1.23E-03,4.709,1.46E-01,PC
11403044,1,4.12554,3.92E-06,132.623,6.76E-04,3.237,7.85E-02,PC
11444514,1,66.3694,1.17E-03,174.087,1.38E-02,11.18,1.87E+00,PC
11444952,1,0.678354,4.22E-06,132.166,7.12E-04,1.258,2.56E-01,AFP
11445111,1,1.31735,1.21E-05,131.836,3.16E-03,2.885,1.72E+00,NTP
11464245,1,0.592563,9.64E-06,131.524,1.50E-03,2.128,1.31E+00,UNK
11464245,2,0.810688,1.57E-05,132.353,9.46E-03,1.392,4.24E-01,UNK
11464245,3,0.905619,0.00E+00,131.985,0.00E+00,2.5,0.00E+00,NTP
11465134,1,1.48776,7.92E-06,132.669,1.96E-03,2.463,1.29E-01,NTP
11465134,2,0.743898,9.22E-06,132.177,1.48E-03,1.111,1.48E-01,UNK
11508644,1,14.2563,1.31E-04,133.404,7.48E-03,4.245,7.45E-01,PC
11508874,1,1.58525,1.93E-05,131.567,5.36E-03,6.894,1.11E+01,UNK
11509051,1,413.357,1.39E-02,231.09,2.74E-02,10.57,2.22E+00,UNK
11509504,1,2.61572,1.41E-05,131.993,3.15E-03,2.456,1.18E-01,PC
11509728,1,0.509133,3.36E-05,131.822,4.23E-03,0.893,1.75E-01,NTP
11551652,1,1.19167,3.27E-05,131.937,1.18E-02,3.463,3.77E+00,UNK
11551652,2,3.77374,2.89E-05,131.831,4.68E-03,2.298,1.14E-01,NTP
11551692,1,7.83443,1.70E-06,135.223,1.64E-04,2.787,4.79E-02,PC
11599038,1,7.01733,4.85E-05,133.903,5.21E-03,3.609,6.44E-01,PC
11599264,1,8.42808,3.25E-06,139.174,3.25E-04,1.882,3.07E-02,AFP
11599264,2,8.42814,2.47E-05,134.963,2.31E-03,1.356,4.44E-01,AFP
11599937,1,37.6261,3.41E-04,167.219,7.08E-03,4.03,1.26E+00,UNK
11619964,1,10.3686,1.59E-07,132.718,1.23E-05,4.39,2.34E-03,AFP
11619964,2,10.3686,5.76E-07,137.473,4.45E-05,3.971,2.96E-03,AFP
11620101,1,9.22033,4.30E-05,135.218,3.46E-03,7.345,4.94E-01,UNK
11043136,2,5.24342,3.04E-06,134.504,4.15E-04,1.385,9.36E-02,AFP
11043167,1,44.9309,2.11E-04,140.203,3.72E-03,6.52,7.83E-01,PC
11044196,1,664.759,1.34E-02,238.029,1.75E-02,12.63,9.81E-01,NTP
11044372,1,0.762152,1.08E-05,131.57,1.56E-03,1.48,1.64E-01,UNK
11081512,1,15.7392,1.44E-04,132.833,8.31E-03,3.398,4.92E-01,AFP
11081512,2,4.45072,7.25E-05,133.607,1.23E-02,14.17,5.08E+00,AFP
11081512,3,4.45062,7.46E-05,135.194,1.31E-02,12.01,3.93E+00,AFP
11081971,1,620.254,1.44E-02,285.676,1.44E-02,9.983,1.94E+00,UNK
11125706,2,3.11349,5.34E-05,131.603,1.15E-02,6.099,2.58E-01,UNK
11125706,3,0.611347,0.00E+00,131.608,0.00E+00,1.5,0.00E+00,AFP
11125756,1,0.613214,9.26E-06,131.978,2.69E-03,2.419,3.80E+00,NTP
11125764,1,0.604473,8.46E-06,131.921,2.84E-03,1.908,3.65E+00,UNK
11125764,2,0.956762,1.34E-05,132.071,3.23E-03,1.776,2.47E-01,AFP
11153121,2,32.2753,3.38E-04,149.078,8.57E-03,7.032,9.00E-01,PC
11153121,3,6.33023,6.14E-05,133.864,6.95E-03,3.598,2.42E-01,PC
11153259,1,0.566629,1.15E-05,131.87,1.54E-03,1.267,3.02E-01,UNK
11153259,2,0.969764,1.69E-05,132.295,3.75E-03,2.416,1.30E+00,UNK
11193457,1,535.3,5.03E-03,446.15,6.26E-03,9.092,3.10E-01,NTP
11193457,2,585.937,5.47E-03,396.318,8.61E-03,11.39,3.55E-01,UNK
11194032,1,28.5112,2.32E-05,158.853,6.71E-04,4.768,6.37E-02,PC
11194055,1,0.733118,1.15E-05,131.981,2.51E-03,3.372,2.83E+00,AFP
11241814,1,227.663,1.74E-04,232.242,5.08E-04,5.442,5.39E-02,PC
11241912,1,14.4273,8.21E-05,138.842,4.66E-03,3.904,1.95E-01,PC
11242721,1,19.6512,5.84E-06,140.1,2.58E-04,5.261,1.82E-02,PC
11243547,1,2.16132,1.36E-05,131.9,3.39E-03,4.089,5.65E-01,AFP
11288772,1,1.3675,9.36E-06,131.78,1.93E-03,1.339,7.13E-02,UNK
11289905,1,0.903738,1.56E-05,132.444,5.07E-03,3.522,4.73E+00,UNK
11289905,2,0.685071,1.17E-05,131.963,2.97E-03,1.979,9.16E-01,NTP
11304436,4,453.502,8.13E-03,371.635,9.64E-03,7.525,1.55E+00,UNK
11304958,1,41.4396,8.01E-05,167.492,1.53E-03,10.51,2.71E-01,PC
11304987,1,1.38539,0.00E+00,131.802,0.00E+00,1.5,0.00E+00,AFP
11305366,1,3.46196,2.67E-05,132.277,4.61E-03,8.051,1.91E+00,NTP
11305996,1,55.6989,6.24E-04,152.728,9.62E-03,5.745,7.13E-01,AFP
11360805,1,26.784,1.75E-04,140.754,5.52E-03,4.953,5.03E-01,PC
11360805,2,57.3886,5.89E-04,141.622,8.72E-03,3.342,1.07E+00,PC
11361283,1,16.4794,1.27E-04,142.942,6.33E-03,3.244,7.59E-01,PC
11361646,1,7.9742,2.15E-05,134.656,2.14E-03,5.586,1.89E-01,PC
11403216,1,4.05325,1.10E-07,134.745,2.18E-05,4.039,1.22E-03,AFP
11403216,2,4.05326,2.09E-06,132.718,4.11E-04,3.857,2.00E-02,AFP
11403339,1,4.79025,1.54E-05,134.957,2.32E-03,2.971,3.39E-01,PC
11403389,1,45.0909,3.05E-04,133.555,5.72E-03,3.989,9.42E-01,PC
11445913,1,0.662917,2.74E-05,132.045,1.27E-02,1.926,7.92E+00,UNK
11445913,2,1.98046,6.97E-05,133.404,2.42E-02,8.066,1.01E+01,AFP
11445913,3,1.98049,1.50E-05,132.65,4.02E-03,4.675,9.62E-01,AFP
11445913,4,1.98048,1.50E-05,132.158,3.97E-03,4.885,2.50E+00,AFP
11465651,1,31.335,2.81E-04,136.974,7.65E-03,5.965,5.42E-01,PC
11465678,1,10.3825,2.95E-04,138.602,2.28E-02,19.29,2.39E+00,UNK
11465950,1,16.0574,9.04E-05,132.387,4.60E-03,3.19,8.72E-01,PC
11465959,1,2.52118,3.59E-05,132.196,8.68E-03,5.941,2.43E+00,NTP
11512246,1,10.7424,1.92E-05,133.288,1.40E-03,6.112,2.69E-01,PC
11512246,2,15.2744,6.74E-05,132.305,3.58E-03,6.363,3.42E-01,PC
11512246,3,7.10703,3.87E-05,138.325,4.16E-03,5.43,2.91E-01,PC
11551692,2,3.00515,1.01E-06,134.1,1.75E-04,1.987,2.76E-02,PC
11551692,3,58.0195,7.23E-05,151.851,8.97E-04,4.154,1.88E-01,PC
11553706,1,3.71981,5.13E-07,135.068,9.94E-05,3.432,6.49E-03,AFP
11553706,2,3.71982,3.69E-06,133.206,6.38E-04,2.509,5.30E-02,AFP
11600889,1,0.669322,2.59E-06,132.12,4.96E-04,1.317,2.38E-01,PC
11601357,1,3.55043,2.64E-05,133.746,4.98E-03,1.879,2.81E-01,UNK
11601425,1,41.9933,3.89E-04,143.893,7.40E-03,3.093,7.12E-01,AFP
11621223,1,4.90334,4.33E-06,133.671,6.39E-04,2.865,6.10E-02,PC
11621897,1,21.6832,5.11E-04,136.957,1.92E-02,8.768,7.00E-01,UNK
11622535,1,0.570507,7.91E-06,132.079,3.26E-03,1.639,5.39E+00,AFP
11622535,2,0.570509,1.43E-05,131.795,5.12E-03,1.745,9.89E+00,AFP
11044372,2,0.831118,8.30E-06,132.242,1.51E-03,1.949,2.74E-01,UNK
11044372,3,0.595917,1.55E-05,132.055,2.98E-03,2.02,1.96E+00,UNK
11044372,4,1.19182,0.00E+00,131.757,0.00E+00,3,0.00E+00,UNK
11044384,1,0.697207,9.37E-06,131.603,3.24E-03,1.894,3.87E+00,AFP
11084474,1,0.507905,1.06E-04,132.045,1.13E-02,1.193,8.53E-01,UNK
11086270,1,12.691,2.36E-05,137.126,1.45E-03,3.761,1.52E-01,PC
11086270,2,31.7199,6.64E-05,142.819,1.66E-03,4.795,3.22E-01,PC
11125764,3,0.956755,1.30E-05,131.532,2.86E-03,1.39,1.91E-01,AFP
11125797,1,12.2538,6.65E-05,143.707,4.40E-03,2.401,2.68E-01,PC
11125936,1,2.6722,2.51E-06,134.17,4.13E-04,0.992,5.45E-02,AFP
11153476,1,7.94007,6.14E-05,135.426,5.82E-03,3.331,2.93E-01,PC
11153539,1,4.49878,1.40E-05,135.357,2.08E-03,3.807,3.94E-01,PC
11154043,1,4.52989,1.11E-05,135.927,1.61E-03,3.188,1.42E-01,AFP
11194055,2,0.733195,1.30E-05,131.555,2.50E-03,2.304,2.62E+00,AFP
11196937,1,1.21755,7.09E-01,132.517,1.89E+02,4.565,1.52E+05,AFP
11196937,2,1.21884,9.96E-06,132.602,2.71E-03,3.362,7.38E-01,AFP
11244137,1,2.03381,1.47E-05,131.943,3.99E-03,3.216,8.12E-01,PC
11244571,1,7.89345,8.59E-05,133.817,8.30E-03,3.307,6.22E-01,UNK
11244682,1,3.49079,5.16E-06,133.102,8.39E-04,1.448,8.72E-02,PC
11290515,1,5.8943,4.59E-05,134.111,5.44E-03,3.52,1.61E-01,PC
11290515,2,12.2671,1.27E-04,141.284,7.78E-03,2.701,1.94E-01,NTP
11293898,1,2.24749,2.64E-05,133.469,3.84E-03,7.545,3.30E+00,UNK
11293898,2,15.4894,2.88E-04,143.321,1.20E-02,15.57,4.41E-01,UNK
11306840,1,1.54126,5.14E-05,132.121,2.82E-02,2.97,3.07E-01,UNK
11307947,1,0.862628,1.26E-05,131.651,3.70E-03,3.006,4.49E+00,UNK
11308499,1,3.28188,1.20E-05,132.432,2.34E-03,2.869,2.97E-01,PC
11308499,2,12.5161,8.09E-05,135.031,5.17E-03,4.825,6.55E-01,PC
11361646,2,1.88899,9.70E-06,132.094,2.72E-03,3.292,2.95E-01,PC
11362162,1,489.268,2.01E-02,440.541,2.54E-02,8.515,4.75E+00,NTP
11389737,1,1.21778,2.18E-05,132.694,7.35E-03,4.832,6.09E+00,AFP
11389737,2,3.6536,5.17E-05,134.508,9.02E-03,7.882,3.10E+00,UNK
11403530,1,3.61461,2.00E-05,133.089,3.73E-03,3.263,1.35E-01,PC
11404033,1,0.523495,3.10E-02,132.072,7.44E+00,1.666,2.21E+02,UNK
11404644,1,5.9026,2.30E-07,136.389,3.05E-05,5.571,2.47E-03,AFP
11446254,1,0.632027,9.37E-06,131.619,3.74E-03,3.398,4.64E+00,AFP
11446443,1,2.47061,2.15E-08,132.646,4.23E-06,1.783,6.18E-04,PC
11446961,1,58.6676,7.36E-04,168.632,1.02E-02,3.827,8.58E-01,PC
11449844,1,38.4788,4.05E-06,151.853,9.09E-05,5.045,9.54E-03,AFP
11466960,1,0.695946,3.20E-06,131.907,4.06E-04,1.426,5.49E-02,AFP
11467509,1,15.3555,5.06E-04,133.364,2.73E-02,18.22,5.88E-01,UNK
11468301,1,2.54311,2.08E-05,132.466,4.49E-03,7.339,2.69E+00,NTP
11512815,1,0.8157,2.50E-05,131.593,5.79E-03,1.446,1.54E+00,NTP
11513155,1,0.860441,8.95E-06,131.895,1.87E-03,3.522,1.09E+00,AFP
11513155,2,0.860426,7.60E-06,132.338,1.87E-03,3.724,2.24E+00,AFP
11513441,1,427.834,3.46E-03,359.218,4.01E-03,3.314,1.25E+00,UNK
11554435,1,9.43415,7.74E-07,140.106,6.29E-05,2.869,1.12E-02,PC
11558882,1,73.9201,1.80E-05,154.677,1.79E-04,6.718,2.73E-02,AFP
11559263,1,0.942783,9.81E-06,132.377,1.47E-03,1.61,1.15E-01,UNK
11601584,1,51.8105,1.83E-04,182.962,2.75E-03,6.676,2.61E-01,PC
11601584,2,4.38532,1.30E-05,134.848,2.00E-03,2.472,8.99E-02,PC
11601584,3,13.9794,4.29E-05,142.339,2.28E-03,1.154,1.21E-01,PC
11601584,4,34.1918,6.34E-04,148.971,1.42E-02,10.37,8.29E-01,PC
11622600,1,82.5341,2.47E-04,209.128,2.41E-03,4.858,4.53E-01,PC
11622985,1,18.0242,1.08E-04,144.285,4.88E-03,3.427,7.38E-01,PC
11623629,1,81.7378,1.04E-04,211.678,9.31E-04,6.717,2.44E-01,PC
11623878,1,0.611349,1.08E-05,131.817,3.21E-03,1.047,8.10E-02,AFP
11044384,2,0.697198,1.01E-05,131.856,2.99E-03,1.962,1.03E+00,AFP
11044394,1,1.87461,2.19E-05,133.305,5.84E-03,6.85,4.48E+00,UNK
11044394,2,3.74888,4.91E-05,134.25,8.32E-03,5.984,1.50E+00,NTP
11086712,1,0.652402,1.23E-05,131.755,3.37E-03,2.63,6.15E+00,NTP
11086712,2,1.30492,1.49E-05,132.888,5.45E-03,8.122,4.41E+00,NTP
11087914,1,494.699,1.40E-02,307.601,1.94E-02,4.17,2.78E+00,UNK
11090405,1,0.627964,7.52E-06,131.757,2.14E-03,1.864,2.73E+00,AFP
11125936,2,2.67218,5.42E-06,132.84,7.94E-04,0.7646,9.61E-02,AFP
11126381,1,33.7889,8.07E-05,153.654,1.90E-03,5.476,3.67E-01,PC
11127000,1,0.526346,3.79E-05,131.615,1.49E-02,1.654,2.28E+01,UNK
11127190,1,0.638911,8.17E-06,131.727,2.61E-03,1.977,7.85E-01,NTP
11154043,2,4.52977,1.40E-05,133.552,2.03E-03,2.66,6.47E-02,AFP
11154043,3,1.50997,9.43E-06,132.804,2.41E-03,2.559,5.44E-01,AFP
11154043,4,1.51,1.16E-05,132.349,3.15E-03,3.456,6.32E-01,AFP
11154043,5,1.50994,1.41E-05,131.953,3.93E-03,3.112,3.47E-01,AFP
11196937,3,1.21793,3.00E-05,132.111,5.30E-03,3.068,8.59E-01,AFP
11197126,1,4.49449,5.82E-06,134.778,8.10E-04,1.389,4.10E-02,AFP
11197126,2,4.49451,8.54E-06,135.946,1.24E-03,1.717,5.27E-02,AFP
11197654,1,2.30146,2.34E-05,133.327,5.67E-03,7.929,8.10E+00,NTP
11244787,1,0.953819,2.01E-05,132.022,5.38E-03,4.95,1.14E+01,NTP
11246161,1,0.537357,1.08E-04,132.068,2.56E-02,1.38,4.61E+00,PC
11249624,1,65.5836,3.77E-06,182.65,4.86E-05,5.024,3.38E-03,AFP
11249624,2,65.5836,2.05E-05,179.786,2.55E-04,5.874,2.10E-02,AFP
11294394,1,2.09537,1.75E-05,132.726,3.37E-03,4.639,1.67E+00,AFP
11294394,2,0.698403,2.35E-05,131.686,7.81E-03,2.334,9.21E+00,NTP
11294394,3,2.09574,1.53E-05,131.774,3.43E-03,2.188,2.24E-01,AFP
11309335,1,0.61274,6.68E-06,131.903,2.07E-03,1.851,1.02E+00,NTP
11309335,2,0.701786,1.37E-05,131.567,7.06E-03,4.963,2.41E+01,NTP
11336614,1,1.5728,5.25E-05,132.043,1.49E-02,5.189,8.86E+00,AFP
11389737,3,1.21791,1.78E-05,131.907,5.97E-03,3.584,2.86E+00,AFP
11389771,1,2.50855,6.23E-06,132.503,1.33E-03,2.374,1.91E-01,PC
11389771,2,13.7514,5.34E-05,144.61,3.01E-03,3.939,7.84E-01,PC
11404644,2,5.90259,4.62E-06,133.453,5.94E-04,5.46,5.03E-02,AFP
11404698,1,0.590224,1.43E-06,131.788,1.95E-04,1.506,6.79E-02,AFP
11404698,2,0.592091,1.02E-05,131.588,1.55E-03,1.838,5.76E-01,AFP
11407569,1,1.20815,2.74E-05,131.883,1.09E-02,4.84,1.01E+01,UNK
11450414,1,12.7984,5.14E-05,133.646,3.27E-03,6.134,5.82E-01,PC
11450414,2,27.3212,1.99E-04,154.313,6.50E-03,2.977,4.65E-01,PC
11450414,3,85.5155,1.18E-03,181.369,1.11E-02,8.38,1.58E+00,PC
11453592,1,2.88678,2.42E-06,131.661,3.79E-04,0.9101,4.58E-02,PC
11469049,1,1.31772,2.05E-05,132.466,9.18E-03,3.618,2.34E+00,NTP
11493431,1,2.34324,6.92E-06,133.204,1.52E-03,1.926,7.04E-02,PC
11493732,1,61.2563,1.44E-04,173.839,1.94E-03,7.503,1.59E-01,PC
11494130,1,18.955,6.98E-05,148.676,3.11E-03,21.37,7.57E-01,AFP
11513486,1,6.64749,3.31E-05,137.142,3.73E-03,1.998,2.85E-01,PC
11514977,1,83.5715,7.99E-04,176.118,8.11E-03,1.889,6.47E-01,UNK
11515221,1,1.5911,2.17E-05,132.376,5.38E-03,4.558,1.29E+00,AFP
11559304,1,12.9284,1.06E-04,137.184,6.52E-03,2.369,7.13E-01,NTP
11560037,1,1.46652,1.99E-06,131.998,3.12E-04,0.8573,4.14E-02,AFP
11560037,2,0.733271,0.00E+00,131.986,0.00E+00,1.5,0.00E+00,UNK
11560037,3,1.46708,1.40E-05,132.431,4.46E-03,3,1.77E+00,AFP
11560273,1,0.913744,4.98E-06,131.617,8.93E-04,1.94,2.80E-01,UNK
11601597,1,0.590262,9.31E-06,131.702,2.59E-03,1.797,2.56E+00,UNK
11602449,1,0.562714,6.37E-06,132.022,7.33E-04,0.8313,3.80E-02,UNK
11602449,2,0.997455,1.50E-05,132.505,9.99E-03,1.931,2.78E-01,AFP
11602449,3,0.997106,0.00E+00,132.245,0.00E+00,3,0.00E+00,AFP
11623878,2,0.611344,1.32E-05,131.633,9.70E-04,1.579,7.73E-01,AFP
11624191,1,1.52357,8.78E-06,131.567,3.04E-03,4.901,3.11E+00,AFP
11624191,2,1.52354,1.25E-05,132.342,4.24E-03,4.716,3.65E+00,AFP
11624191,3,3.82148,5.05E-05,133.137,9.14E-03,8.147,2.76E+00,NTP
11044547,1,3.61982,4.54E-05,134.807,7.81E-03,8.575,3.37E+00,AFP
11044547,2,1.80993,1.57E-05,132.199,4.04E-03,4.156,1.85E+00,NTP
11044547,3,3.61974,4.79E-05,131.92,1.73E-02,6.167,8.92E-01,AFP
11044770,1,15.6086,6.24E-05,144.301,3.20E-03,6.079,1.95E-01,AFP
11090405,2,0.627977,9.06E-06,131.967,2.32E-03,2.027,2.83E+00,AFP
11090405,3,1.60271,2.24E-05,131.956,5.76E-03,2.402,1.06E+00,UNK
11090556,1,2.78813,1.38E-05,131.861,3.00E-03,3.165,1.36E-01,PC
11127479,1,2.12822,8.81E-06,132.479,2.10E-03,3.23,2.61E-01,PC
11127641,1,0.707774,1.82E-05,131.768,3.28E-03,2.455,1.00E+00,UNK
11127641,2,1.70369,2.21E-05,132.348,4.09E-03,4.569,3.11E+00,UNK
11175316,1,0.834235,1.57E-05,132.419,1.07E-02,1.316,2.18E-01,UNK
11176127,1,10.4755,1.92E-05,131.691,1.46E-03,2.253,2.15E-01,PC
11176127,2,77.4736,3.37E-04,184.252,3.81E-03,4.11,6.94E-01,PC
11176127,3,22.9288,7.85E-05,143.864,2.97E-03,2.032,7.09E-01,PC
11197654,2,0.575358,9.81E-06,131.724,2.89E-03,2.059,4.02E+00,NTP
11197853,1,0.698465,4.15E-06,131.848,4.90E-04,0.917,2.66E-02,PC
11197934,1,0.657748,2.13E-05,131.908,7.71E-03,1.377,1.33E-01,AFP
11249624,3,65.5805,2.67E-03,182.393,2.68E-02,30.08,2.46E+00,AFP
11250587,1,7.25697,5.60E-06,134.023,5.93E-04,4.898,9.21E-02,PC
11250867,1,2.25282,8.67E-09,131.633,2.06E-06,3.327,3.67E-04,AFP
11250867,2,2.25285,0.00E+00,132.686,0.00E+00,6,0.00E+00,AFP
11294453,1,13.7462,2.11E-04,131.884,1.27E-02,16.48,7.37E-01,NTP
11294931,1,0.614285,5.27E-06,131.64,1.89E-03,2.541,2.60E+00,NTP
11294931,2,1.93467,4.23E-05,131.746,1.60E-02,3.191,1.50E-01,UNK
11294931,3,3.8693,6.44E-05,134.686,1.12E-02,11.38,8.83E+00,UNK
11336614,2,1.57325,1.97E-05,132.624,5.09E-03,7.186,5.67E+00,AFP
11336883,1,7.16896,2.15E-05,135.675,2.18E-03,4.57,8.40E-02,PC
11337012,1,12.4012,1.81E-04,141.23,1.14E-02,5.867,1.03E+00,PC
11337141,1,4.04354,9.80E-06,131.632,1.48E-03,1.411,1.43E-01,PC
11389771,3,5.41903,1.92E-05,131.649,2.49E-03,2.335,1.54E-01,PC
11390595,1,3.75309,2.02E-05,131.844,3.13E-03,7.541,6.55E-01,NTP
11390595,2,1.25088,1.65E-05,132.739,4.10E-03,8.915,2.37E+01,NTP
11390941,1,2.71744,2.10E-05,132.929,4.14E-03,2.683,1.42E-01,AFP
11407569,2,2.54793,4.12E-05,131.749,9.97E-03,5.722,2.45E+00,UNK
11407811,1,0.676802,8.93E-06,131.916,3.45E-03,3.725,7.37E+00,NTP
11407847,1,11.8308,2.07E-04,140.106,1.42E-02,8.607,6.23E-01,PC
11408237,1,423.884,8.39E-03,330.919,9.57E-03,11.7,8.34E-01,UNK
11453930,1,0.687738,1.09E-05,131.742,1.40E-03,0.709,3.95E-02,UNK
11454304,1,1.24635,1.10E-05,132.36,1.76E-03,4.548,1.16E+00,UNK
